date,value
2022-01-31,-0.879032258064516
2022-02-28,2.998214285714286
2022-03-31,7.4
2022-04-30,11.526666666666667
2022-05-31,17.793548387096774
2022-06-30,21.88
2022-07-31,26.414516129032258
2022-08-31,26.29032258064516
2022-09-30,20.851666666666667
2022-10-31,13.82258064516129
2022-11-30,10.513333333333332
2022-12-31,3.6129032258064515
2023-01-31,6.379032258064516
