date,value
2022-01-31,5.958620689655173
2022-02-28,7.337037037037037
2022-03-31,13.46551724137931
2022-04-30,17.876785714285713
2022-05-31,23.41875
2022-06-30,27.363793103448273
2022-07-31,30.933333333333334
2022-08-31,28.146774193548385
2022-09-30,25.053846153846152
2022-10-31,17.94333333333333
2022-11-30,12.435185185185185
2022-12-31,10.201724137931036
2023-01-31,10.926666666666668
