date,value,production
2022-01-31,-2.846774193548387,80854.0
2022-02-28,-4.923214285714286,150.33333333333334
2022-03-31,7.65,64715.583333333336
2022-04-30,,77.25
2022-05-31,,2677.0
2022-06-30,20.12727272727273,87761.83333333333
2022-07-31,23.720967741935485,10637.833333333334
2022-08-31,23.724193548387092,118355.16666666669
2022-09-30,19.131666666666668,365229.0
2022-10-31,9.819354838709678,
2022-11-30,-0.7830508474576272,
2022-12-31,-5.211290322580645,
2023-01-31,-2.083870967741936,80854.0
